exchange,symbol,open,close,high,low,amount,volume,position,bob,eob,type
GFEX,lc2510,60060.0,61000.0,61920.0,59640.0,209481800.0,3454,20564,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2511,60100.0,61240.0,61860.0,59620.0,1099945140.0,18127,44391,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2512,61040.0,61840.0,62400.0,60260.0,480737180.0,7835,19702,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2601,60900.0,61940.0,62620.0,60420.0,230806180.0,3752,9703,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2602,61020.0,62140.0,62680.0,60640.0,18620700.0,303,1602,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2603,60980.0,62100.0,62720.0,60660.0,36355780.0,590,2783,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2604,61780.0,62680.0,63260.0,61360.0,23584840.0,379,1420,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,lc2605,61860.0,62680.0,63240.0,61460.0,35082760.0,564,993,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2506,36860.0,37990.0,38000.0,36605.0,42580185.0,380,813,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2507,34300.0,35055.0,35340.0,33840.0,27301231365.0,262747,67873,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2508,33700.0,34205.0,34375.0,33005.0,4815425940.0,47615,44288,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2509,33350.0,33780.0,33945.0,32745.0,3095059380.0,30920,26115,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2510,33300.0,33425.0,33670.0,32685.0,9661005.0,97,720,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2511,32750.0,33345.0,33560.0,32430.0,1278611460.0,12925,22380,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2512,34345.0,34800.0,35175.0,33880.0,225532965.0,2183,4609,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2601,34465.0,34590.0,34595.0,33895.0,3395055.0,33,105,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2602,34220.0,34565.0,34565.0,33720.0,1636920.0,16,37,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2603,34150.0,34535.0,34535.0,33785.0,1129515.0,11,68,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2604,33720.0,34580.0,34580.0,33555.0,2757240.0,27,94,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,ps2605,33845.0,34305.0,34305.0,33500.0,2642850.0,26,83,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2506,7010.0,7020.0,7250.0,7010.0,22291200.0,629,1412,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2507,7150.0,7280.0,7330.0,6990.0,28950083100.0,806934,180328,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2508,7125.0,7290.0,7345.0,7010.0,2622359250.0,73252,56601,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2509,7140.0,7300.0,7350.0,7015.0,13986727225.0,389083,263620,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2510,7115.0,7300.0,7330.0,7015.0,319631875.0,8920,15221,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2511,7135.0,7285.0,7325.0,7010.0,1494894750.0,41705,54844,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2512,7355.0,7505.0,7525.0,7205.0,1113938575.0,30222,20049,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2601,7360.0,7485.0,7505.0,7200.0,231508975.0,6297,6372,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2602,7440.0,7510.0,7555.0,7220.0,6451250.0,175,354,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2603,7475.0,7515.0,7615.0,7235.0,7395525.0,200,444,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2604,7490.0,7535.0,7580.0,7270.0,13042575.0,351,1065,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
GFEX,si2605,7435.0,7555.0,7770.0,7270.0,81365500.0,2189,2219,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,bc9999,69320.0,69610.0,69800.0,69190.0,2021591056.0,5813,2645,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec9999,2100.2,2199.1,2228.0,2073.8,9715795712.0,90432,47961,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec9998,1327.0,1383.0,1396.9,1327.0,986724016.0,14412,23756,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu9999,3496.0,3511.0,3541.0,3478.0,3342203824.0,95189,65859,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu9998,3451.0,3471.0,3493.0,3437.0,1229214448.0,35421,43126,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr9999,11835.0,12020.0,12055.0,11690.0,18929446912.0,159633,43672,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr9998,11705.0,11905.0,11950.0,11565.0,5321779200.0,45315,39795,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc9999,466.0,468.2,470.7,463.8,51400109824.0,109921,23118,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc9998,460.4,464.0,465.7,458.4,9694687488.0,20952,15653,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,bc2507,69320.0,69610.0,69800.0,69190.0,2021591056.0,5813,2645,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,bc2508,69090.0,69450.0,69570.0,69060.0,396096048.0,1142,591,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2506,1896.0,1970.3,1994.5,1890.0,544004896.0,5610,9086,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2508,2100.2,2199.1,2228.0,2073.8,9715795712.0,90432,47961,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2510,1327.0,1383.0,1396.9,1327.0,986724016.0,14412,23756,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2512,1544.5,1570.1,1578.0,1529.0,142715755.0,1833,4451,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2602,1373.1,1399.8,1404.4,1364.5,35213460.0,508,2687,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,ec2604,1189.2,1239.2,1240.0,1189.2,53789530.0,886,3323,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2507,3540.0,3570.0,3591.0,3522.0,989421744.0,27789,13899,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2508,3496.0,3511.0,3541.0,3478.0,3342203824.0,95189,65859,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2509,3451.0,3471.0,3493.0,3437.0,1229214448.0,35421,43126,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2510,3410.0,3439.0,3450.0,3400.0,34118210.0,994,1429,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2511,3388.0,3403.0,3418.0,3376.0,883980.0,26,144,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2512,3361.0,3393.0,3397.0,3353.0,809670.0,24,248,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2601,3387.0,3381.0,3387.0,3367.0,674420.0,20,562,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2602,3347.0,3347.0,3347.0,3347.0,66940.0,2,120,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2603,3316.0,3325.0,3348.0,3316.0,166330.0,5,141,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2604,3323.0,3346.0,3346.0,3308.0,99770.0,3,25,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,lu2605,3311.0,3310.0,3318.0,3307.0,231790.0,7,33,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2506,11850.0,12000.0,12025.0,11750.0,174220500.0,1470,2650,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2507,11835.0,12020.0,12055.0,11690.0,18929446912.0,159633,43672,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2508,11705.0,11905.0,11950.0,11565.0,5321779200.0,45315,39795,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2509,11600.0,11830.0,11875.0,11485.0,3068133696.0,26273,35510,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2510,11570.0,11795.0,11865.0,11465.0,510932896.0,4387,6301,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2511,11535.0,11800.0,11805.0,11460.0,35592050.0,306,1183,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2512,11475.0,11760.0,11760.0,11465.0,20323600.0,175,1204,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2601,11540.0,11760.0,11770.0,11475.0,52273250.0,450,3262,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2602,11560.0,11760.0,11760.0,11560.0,1397700.0,12,43,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2603,11525.0,11815.0,11815.0,11525.0,1517900.0,13,37,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2604,11530.0,11850.0,11850.0,11530.0,1867900.0,16,22,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,nr2605,11635.0,11810.0,11810.0,11635.0,820000.0,7,10,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2507,466.0,468.2,470.7,463.8,51400109824.0,109921,23118,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2508,460.4,464.0,465.7,458.4,9694687488.0,20952,15653,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2509,458.0,461.7,463.0,456.1,2213508096.0,4810,5263,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2510,455.6,459.7,461.1,454.4,197969400.0,432,1101,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2511,454.0,457.2,459.2,453.2,60738800.0,133,442,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2512,453.0,456.1,457.0,451.6,29574600.0,65,824,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2601,452.6,454.5,455.9,450.9,14061200.0,31,296,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2602,449.3,452.9,452.9,446.1,4509000.0,10,75,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2606,448.0,449.6,449.8,448.0,4491200.0,10,156,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2703,444.9,445.0,445.0,444.9,889900.0,2,20,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2706,442.9,442.9,442.9,442.9,885800.0,2,27,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
INE,sc2712,440.2,440.2,440.2,440.2,440200.0,1,47,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag9999,8475.0,8463.0,8498.0,8451.0,57111337472.0,449279,379627,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag9998,8522.0,8507.0,8537.0,8493.0,5095681024.0,39898,153103,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al9999,19900.0,20075.0,20110.0,19890.0,16071721472.0,160576,189969,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al9998,19835.0,19970.0,20020.0,19810.0,7667913984.0,76963,137955,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao9999,2995.0,3063.0,3086.0,2976.0,37033035008.0,610813,299898,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao9998,2978.0,3041.0,3063.0,2957.0,1598118336.0,26555,51856,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au9999,783.1,782.42,785.78,777.5,150095003648.0,191944,180310,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au9998,785.24,784.28,787.7,779.56,99360813056.0,126754,123575,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br9999,10925.0,11095.0,11120.0,10885.0,7137161216.0,129848,27683,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br9998,10700.0,10935.0,10960.0,10700.0,2451094944.0,45275,49964,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu9999,3502.0,3506.0,3531.0,3489.0,5777271040.0,164532,89446,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu9998,3478.0,3469.0,3500.0,3462.0,4665216768.0,134047,173831,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,cu9999,77910.0,78200.0,78400.0,77890.0,43553428736.0,111382,195214,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,cu9998,77700.0,78020.0,78250.0,77690.0,14577056256.0,37368,103798,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,fu9999,2943.0,2925.0,2947.0,2913.0,10412809728.0,355256,101369,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,fu9998,2860.0,2841.0,2865.0,2831.0,6007075328.0,210938,136429,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,hc9999,3055.0,3097.0,3112.0,3054.0,24877205504.0,806676,1576113,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,hc9998,3043.0,3092.0,3104.0,3043.0,1053485392.0,34273,206293,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ni9999,121250.0,122590.0,122850.0,120930.0,14335528704.0,117416,83546,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ni9998,121480.0,122750.0,123020.0,121130.0,2915757984.0,23830,48961,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,pb9999,16575.0,16670.0,16705.0,16545.0,2912095600.0,35010,52496,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,pb9998,16570.0,16665.0,16695.0,16545.0,1052429504.0,12653,25431,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,rb9999,2930.0,2974.0,2988.0,2925.0,61068382976.0,2066104,2280391,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,rb9998,2919.0,2971.0,2985.0,2919.0,2116311328.0,71682,266100,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ru9999,13480.0,13655.0,13700.0,13295.0,71270068224.0,529078,177460,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ru9998,14275.0,14490.0,14545.0,14125.0,6175111680.0,43151,40390,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,sn9999,251810.0,257940.0,258800.0,251340.0,35246286592.0,138136,31008,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,sn9998,252020.0,257820.0,258720.0,251500.0,5685894656.0,22287,13170,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,sp9999,5292.0,5298.0,5322.0,5262.0,9162664960.0,173094,65326,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,sp9998,5220.0,5236.0,5248.0,5190.0,3408557904.0,65318,87411,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ss9999,12640.0,12720.0,12730.0,12620.0,6061577472.0,95686,74015,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ss9998,12655.0,12735.0,12755.0,12650.0,3774075744.0,59457,118958,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,wr9999,3262.0,3296.0,3310.0,3240.0,1674270.0,51,37,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,zn9999,22260.0,22420.0,22475.0,22260.0,18965246208.0,169465,123944,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,zn9998,22005.0,22235.0,22280.0,22000.0,7400257280.0,66754,65429,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2506,8483.0,8451.0,8498.0,8435.0,1033956752.0,8146,27890,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2507,8471.0,8456.0,8487.0,8439.0,925928320.0,7294,15389,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2508,8475.0,8463.0,8498.0,8451.0,57111337472.0,449279,379627,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2509,8494.0,8474.0,8506.0,8462.0,3191230912.0,25075,37955,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2510,8498.0,8483.0,8514.0,8471.0,14541256704.0,114144,146588,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2511,8517.0,8493.0,8525.0,8482.0,773553824.0,6067,20577,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2512,8522.0,8507.0,8537.0,8493.0,5095681024.0,39898,153103,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2601,8535.0,8518.0,8549.0,8504.0,399701600.0,3125,24036,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2602,8550.0,8532.0,8561.0,8520.0,674091968.0,5262,55444,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2603,8560.0,8543.0,8570.0,8530.0,181187895.0,1413,24929,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2604,8572.0,8553.0,8584.0,8539.0,355729104.0,2770,33583,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ag2605,8582.0,8566.0,8597.0,8553.0,244697820.0,1902,9817,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2506,20015.0,20165.0,20195.0,20015.0,1056432752.0,10490,35200,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2507,19900.0,20075.0,20110.0,19890.0,16071721472.0,160576,189969,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2508,19835.0,19970.0,20020.0,19810.0,7667913984.0,76963,137955,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2509,19750.0,19925.0,19955.0,19750.0,2340835856.0,23559,68996,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2510,19740.0,19875.0,19915.0,19725.0,591731232.0,5967,36732,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2511,19715.0,19845.0,19885.0,19705.0,251336400.0,2536,19244,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2512,19680.0,19820.0,19865.0,19675.0,170218575.0,1720,16549,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2601,19710.0,19825.0,19860.0,19695.0,88771225.0,897,14516,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2602,19720.0,19835.0,19875.0,19700.0,59641500.0,602,4949,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2603,19730.0,19865.0,19900.0,19725.0,27685650.0,279,3332,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2604,19750.0,19885.0,19910.0,19750.0,2573000.0,26,705,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,al2605,19560.0,19920.0,19920.0,19560.0,3369775.0,34,656,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2506,3120.0,3110.0,3135.0,3079.0,71613300.0,1155,1920,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2507,3056.0,3085.0,3106.0,3032.0,3009171776.0,48986,24517,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2508,3024.0,3076.0,3098.0,3005.0,257852600.0,4218,3897,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2509,2995.0,3063.0,3086.0,2976.0,37033035008.0,610813,299898,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2510,2978.0,3041.0,3063.0,2957.0,1598118336.0,26555,51856,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2511,2959.0,3023.0,3043.0,2940.0,234376800.0,3917,12583,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2512,2941.0,3014.0,3028.0,2927.0,43873380.0,734,1127,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2601,2933.0,3001.0,3016.0,2914.0,1711570784.0,28849,33699,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2602,2922.0,2989.0,3003.0,2901.0,5210800.0,88,710,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2603,2912.0,2975.0,2990.0,2891.0,5120660.0,87,618,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2604,2903.0,2968.0,2976.0,2883.0,3871620.0,66,687,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,ao2605,2889.0,2952.0,2966.0,2874.0,32600480.0,556,1608,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2506,780.88,781.02,783.16,775.6,1370928848.0,1755,11547,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2507,781.88,781.42,785.18,776.68,2472291008.0,3162,1902,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2508,783.1,782.42,785.78,777.5,150095003648.0,191944,180310,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2510,785.24,784.28,787.7,779.56,99360813056.0,126754,123575,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2512,786.46,786.38,789.66,781.42,16564490752.0,21074,69319,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2602,788.6,788.8,792.08,783.86,5336774144.0,6778,15907,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2604,790.98,790.98,794.1,786.0,5703610112.0,7212,10185,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,au2606,792.7,793.54,796.56,788.48,4184277824.0,5273,8722,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2506,11000.0,11200.0,11210.0,10965.0,28823550.0,520,724,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2507,10925.0,11095.0,11120.0,10885.0,7137161216.0,129848,27683,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2508,10700.0,10935.0,10960.0,10700.0,2451094944.0,45275,49964,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2509,10715.0,10845.0,10880.0,10655.0,948401632.0,17653,15349,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2510,10700.0,10825.0,10855.0,10640.0,19539925.0,364,642,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2511,10715.0,10800.0,10840.0,10665.0,4072150.0,76,170,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2512,10715.0,10810.0,10860.0,10660.0,4232550.0,79,122,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2601,10725.0,10845.0,10845.0,10655.0,11533650.0,215,815,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2602,10650.0,10810.0,10810.0,10645.0,375725.0,7,48,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2603,10715.0,10800.0,10800.0,10700.0,322150.0,6,65,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2604,10730.0,10880.0,10880.0,10730.0,486325.0,9,22,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,br2605,10800.0,10895.0,10895.0,10760.0,379450.0,7,43,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2506,3499.0,3503.0,3530.0,3490.0,193909730.0,5527,9633,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2507,3502.0,3506.0,3531.0,3489.0,5777271040.0,164532,89446,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2508,3485.0,3492.0,3517.0,3479.0,482268736.0,13787,23947,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2509,3478.0,3469.0,3500.0,3462.0,4665216768.0,134047,173831,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2510,3424.0,3422.0,3454.0,3416.0,969714304.0,28222,66381,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2511,3374.0,3372.0,3400.0,3366.0,221358000.0,6537,28452,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
SHFE,bu2512,3303.0,3302.0,3326.0,3293.0,376413632.0,11370,35060,2025-06-04 00:00:00+08:00,2025-06-04 00:00:00+08:00,14
